country,partner,hs_code,imports
CAN,WLD,160300,12941047
CAN,WLD,160411,97534561
CAN,WLD,160412,1868161
CAN,WLD,160413,8418120
CAN,WLD,160414,151704592
CAN,WLD,160415,3766762
CAN,WLD,160416,3559640
CAN,WLD,160419,45763348
CAN,WLD,160420,41660548
CAN,WLD,160430,2873450
CAN,WLD,160510,15063953
CAN,WLD,160520,205701383
CAN,WLD,160530,2508116
CAN,WLD,160540,699548
CAN,WLD,160590,38251220
CAN,WLD,170111,510064978
CAN,WLD,170112,510944
CAN,WLD,170191,6180843
CAN,WLD,170199,17475901
CAN,WLD,170211,5888517
CAN,WLD,170219,2811648
CAN,WLD,170220,11297074
CAN,WLD,170230,85741687
CAN,WLD,170240,6956294
CAN,WLD,170250,4679902
CAN,WLD,170260,56914623
CAN,WLD,170290,23163138
CAN,WLD,170310,10630802
CAN,WLD,170390,15537224
CAN,WLD,170410,10043768
CAN,WLD,170490,382444573
CAN,WLD,180100,202119308
CAN,WLD,180200,16804
CAN,WLD,180310,74424988
CAN,WLD,180320,12872996
CAN,WLD,180400,191839967
CAN,WLD,180500,59627876
CAN,WLD,180610,6557656
CAN,WLD,180620,189644832
CAN,WLD,180631,92045942
CAN,WLD,180632,120182792
CAN,WLD,180690,530263588
CAN,WLD,190110,161425380
CAN,WLD,190120,226110209
CAN,WLD,190190,142971818
CAN,WLD,190211,13004483
CAN,WLD,190219,154110983
CAN,WLD,190220,55601829
CAN,WLD,190230,181430052
CAN,WLD,190240,3857683
CAN,WLD,190300,3178309
CAN,WLD,190410,381090332
CAN,WLD,190420,38675653
CAN,WLD,190490,102365878
CAN,WLD,190510,11555443
CAN,WLD,190520,7913073
CAN,WLD,190530,329237605
CAN,WLD,190540,33054347
CAN,WLD,190590,1111214891
CAN,WLD,200110,60761952
CAN,WLD,200190,89533749
CAN,WLD,200210,48301422
CAN,WLD,200290,55904785
CAN,WLD,200310,19966138
CAN,WLD,200410,78895242
CAN,WLD,200490,60813744
CAN,WLD,200510,1016493
CAN,WLD,200520,125676853
CAN,WLD,200540,10154092
CAN,WLD,200551,23747124
CAN,WLD,200559,3740149
CAN,WLD,200560,1643478
CAN,WLD,200570,57726883
CAN,WLD,200580,8514626
CAN,WLD,200590,107891594
CAN,WLD,200600,7346851
CAN,WLD,200710,2074761
CAN,WLD,200791,5137997
CAN,WLD,200799,86438251
CAN,WLD,200811,88385759
CAN,WLD,200819,300840581
CAN,WLD,200820,23097154
CAN,WLD,200830,37590784
CAN,WLD,200840,9529498
CAN,WLD,200850,1852020
CAN,WLD,200860,11292901
CAN,WLD,200870,31640035
CAN,WLD,200880,6399970
CAN,WLD,200891,5415625
CAN,WLD,200892,101588923
CAN,WLD,200899,188343257
CAN,WLD,200911,85507143
CAN,WLD,200919,248181884
CAN,WLD,200920,7472188
CAN,WLD,200930,31146994
CAN,WLD,200940,13184509
CAN,WLD,200950,160436
CAN,WLD,200960,68530628
CAN,WLD,200970,82023557
CAN,WLD,200980,64603853
CAN,WLD,200990,96194600
CAN,WLD,210111,103891595
CAN,WLD,210112,65875839
CAN,WLD,210120,53492094
CAN,WLD,210130,1110321
CAN,WLD,210210,21982501
CAN,WLD,210220,33347384
CAN,WLD,210230,10700178
CAN,WLD,210310,29623363
CAN,WLD,210320,193291982
CAN,WLD,210330,27909824
CAN,WLD,210390,435446065
CAN,WLD,210410,159260456
CAN,WLD,210420,15347901
CAN,WLD,210500,21978564
CAN,WLD,210610,97907358
CAN,WLD,210690,1245228083
CAN,WLD,220110,81179170
CAN,WLD,220190,3519800
CAN,WLD,220210,323495097
CAN,WLD,220290,524565171
CAN,WLD,220300,597703873
CAN,WLD,220410,126846509
CAN,WLD,220421,1714306087
CAN,WLD,220429,97274392
CAN,WLD,220430,100
CAN,WLD,220510,11353444
CAN,WLD,220590,214490
CAN,WLD,220600,90363201
CAN,WLD,220710,36425352
CAN,WLD,220720,811822436
CAN,WLD,220820,62836063
CAN,WLD,220830,184816323
CAN,WLD,220840,84465664
CAN,WLD,220850,33865550
CAN,WLD,220860,121537017
CAN,WLD,220870,165517949
CAN,WLD,220890,107526536
CAN,WLD,220900,39301695
CAN,WLD,230110,58867717
CAN,WLD,230120,91864305
CAN,WLD,230210,9367092
CAN,WLD,230230,20575290
CAN,WLD,230240,6787988
CAN,WLD,230250,4302518
CAN,WLD,230310,60381703
CAN,WLD,230320,5282013
CAN,WLD,230330,96918813
CAN,WLD,230400,494593567
CAN,WLD,230500,274127
CAN,WLD,230610,845895
CAN,WLD,230620,1501991
CAN,WLD,230630,745738
CAN,WLD,230640,4599066
CAN,WLD,230650,74842
CAN,WLD,230660,3540
CAN,WLD,230690,2419299
CAN,WLD,230700,208
CAN,WLD,230890,5578295
CAN,WLD,230910,658040672
CAN,WLD,230990,245649545
CAN,WLD,240110,10646690
CAN,WLD,240120,65150940
CAN,WLD,240130,1767361
CAN,WLD,240210,37525878
CAN,WLD,240220,6107512
CAN,WLD,240290,47760
CAN,WLD,240310,8422674
CAN,WLD,240391,1761053
CAN,WLD,240399,18300149
CAN,WLD,250100,125862089
CAN,WLD,250200,151390
CAN,WLD,250300,10235821
CAN,WLD,250410,6282141
CAN,WLD,250490,1195880
CAN,WLD,250510,220430677
CAN,WLD,250590,2390777
CAN,WLD,250610,13444163
CAN,WLD,250629,550729
CAN,WLD,250700,76700387
CAN,WLD,250810,46955703
CAN,WLD,250830,1693204
CAN,WLD,250840,21044209
CAN,WLD,250850,753024
CAN,WLD,250860,3127325
CAN,WLD,250870,297106
CAN,WLD,250900,812890
CAN,WLD,251010,168734
CAN,WLD,251020,101679351
CAN,WLD,251110,44653779
CAN,WLD,251120,3964
CAN,WLD,251200,8177747
CAN,WLD,251311,1354349
CAN,WLD,251320,8835355
CAN,WLD,251400,650539
CAN,WLD,251511,143937
CAN,WLD,251512,1237894
CAN,WLD,251520,11730951
CAN,WLD,251611,2011904
CAN,WLD,251612,8011648
CAN,WLD,251622,6618175
CAN,WLD,251690,3665888
CAN,WLD,251710,17798935
CAN,WLD,251720,395
CAN,WLD,251730,49371
CAN,WLD,251741,3365122
CAN,WLD,251749,2393457
CAN,WLD,251810,3349254
CAN,WLD,251820,12204617
CAN,WLD,251830,66396
CAN,WLD,251910,271729
CAN,WLD,251990,19622331
CAN,WLD,252010,11708234
CAN,WLD,252020,13796317
CAN,WLD,252100,10605041
CAN,WLD,252210,28431088
CAN,WLD,252220,5695699
CAN,WLD,252230,1431846
CAN,WLD,252310,6985313
CAN,WLD,252321,9551590
CAN,WLD,252329,141665618
CAN,WLD,252330,10441048
CAN,WLD,252390,27679352
CAN,WLD,252400,200417
CAN,WLD,252510,14590
CAN,WLD,252520,1896399
CAN,WLD,252530,3560
CAN,WLD,252610,804135
CAN,WLD,252620,11156873
CAN,WLD,252890,3183079
CAN,WLD,252910,621274
CAN,WLD,252921,2908979
CAN,WLD,252922,16366286
CAN,WLD,252930,98107
CAN,WLD,253010,9592284
CAN,WLD,253020,1077613
CAN,WLD,253090,22900924
CAN,WLD,260111,2637576
CAN,WLD,260112,1022436296
CAN,WLD,260120,3623
CAN,WLD,260200,7119761
CAN,WLD,260300,285114545
CAN,WLD,260400,97143780
CAN,WLD,260600,117185304
CAN,WLD,260700,750722764
CAN,WLD,260800,626963552
CAN,WLD,261000,5104974
CAN,WLD,261100,76783
CAN,WLD,261210,3184
CAN,WLD,261220,43
CAN,WLD,261310,61364254
CAN,WLD,261390,51602
CAN,WLD,261400,49352406
CAN,WLD,261510,4154643
CAN,WLD,261590,2138
CAN,WLD,261610,194160439
CAN,WLD,261690,215447
CAN,WLD,261710,19577
CAN,WLD,261790,2742787
CAN,WLD,261800,2408413
CAN,WLD,261900,1676261
CAN,WLD,262011,740
CAN,WLD,262019,35022
CAN,WLD,262020,26968
CAN,WLD,262030,48843379
CAN,WLD,262040,3874732
CAN,WLD,262090,27475267
CAN,WLD,262100,13962460
CAN,WLD,270111,38584080
CAN,WLD,270112,544101160
CAN,WLD,270119,95277736
CAN,WLD,270120,31285
CAN,WLD,270210,714018
CAN,WLD,270220,788437
CAN,WLD,270300,11330370
CAN,WLD,270400,223333128
CAN,WLD,270500,447
CAN,WLD,270710,42545
CAN,WLD,270720,2842569
CAN,WLD,270730,12762082
CAN,WLD,270740,4391816
CAN,WLD,270750,20680536
CAN,WLD,270791,1810614
CAN,WLD,270799,32710800
CAN,WLD,270820,117904
CAN,WLD,270900,21513345468
CAN,WLD,271000,18403780643
CAN,WLD,271111,365528463
CAN,WLD,271112,148538322
CAN,WLD,271113,370958066
CAN,WLD,271114,1290274
CAN,WLD,271119,56640142
CAN,WLD,271121,4434791615
CAN,WLD,271129,1023486
CAN,WLD,271210,20642870
CAN,WLD,271220,20965616
CAN,WLD,271290,182087659
CAN,WLD,271311,160830885
CAN,WLD,271312,204520701
CAN,WLD,271320,178454367
CAN,WLD,271390,18121333
CAN,WLD,271410,16699
CAN,WLD,271490,127756530
CAN,WLD,271500,45456633
CAN,WLD,271600,562455931
CAN,WLD,280110,228795
CAN,WLD,280120,13863194
CAN,WLD,280130,6205314
CAN,WLD,280200,849224
CAN,WLD,280300,115747243
CAN,WLD,280410,3767463
CAN,WLD,280421,1421120
CAN,WLD,280429,25915927
CAN,WLD,280430,6656554
CAN,WLD,280440,4919076
CAN,WLD,280450,6868558
CAN,WLD,280461,228389
CAN,WLD,280469,38658262
CAN,WLD,280470,3985058
CAN,WLD,280480,150326
CAN,WLD,280490,6093493
CAN,WLD,280511,427691
CAN,WLD,280519,5598545
CAN,WLD,280521,6085322
CAN,WLD,280530,2395132
CAN,WLD,280540,1361821
CAN,WLD,280610,13562157
CAN,WLD,280620,39434
CAN,WLD,280700,12264039
CAN,WLD,280800,6942389
CAN,WLD,280910,589536
CAN,WLD,280920,163585329
CAN,WLD,281000,6969497
CAN,WLD,281111,11019207
CAN,WLD,281119,8166102
CAN,WLD,281121,16450637
CAN,WLD,281122,66663815
CAN,WLD,281129,25185635
CAN,WLD,281210,1731464
CAN,WLD,281290,1698059
CAN,WLD,281310,51907
CAN,WLD,281390,240068
CAN,WLD,281410,5492994
CAN,WLD,281420,702670
CAN,WLD,281511,8600286
CAN,WLD,281512,174295008
CAN,WLD,281520,28638455
CAN,WLD,281530,231173
CAN,WLD,281610,7449212
CAN,WLD,281630,840702
CAN,WLD,281700,27550150
CAN,WLD,281810,20776813
CAN,WLD,281820,1224930630
CAN,WLD,281830,7166181
CAN,WLD,281910,2580902
CAN,WLD,281990,2627816
CAN,WLD,282010,3885748
CAN,WLD,282090,2353665
CAN,WLD,282110,21654981
CAN,WLD,282120,19306
CAN,WLD,282200,40106
CAN,WLD,282300,10364166
CAN,WLD,282410,11100109
CAN,WLD,282420,1436161
CAN,WLD,282510,1087747
CAN,WLD,282520,9338995
CAN,WLD,282530,20752606
CAN,WLD,282540,1898211
CAN,WLD,282550,5581932
CAN,WLD,282560,10854116
CAN,WLD,282570,4306285
CAN,WLD,282580,12087970
CAN,WLD,282590,32901991
CAN,WLD,282612,19903109
CAN,WLD,282619,2028467
CAN,WLD,282630,129248
CAN,WLD,282690,1574546
CAN,WLD,282710,1477971
CAN,WLD,282720,41450140
CAN,WLD,282731,8267040
CAN,WLD,282732,15627982
CAN,WLD,282735,994192
CAN,WLD,282739,23484774
CAN,WLD,282741,612780
CAN,WLD,282749,6245231
CAN,WLD,282751,6633942
CAN,WLD,282759,5361521
CAN,WLD,282760,2523103
CAN,WLD,282810,15742045
CAN,WLD,282890,7446807
CAN,WLD,282911,5484997
CAN,WLD,282919,52428
CAN,WLD,282990,1354463
CAN,WLD,283010,7039482
CAN,WLD,283090,5371237
CAN,WLD,283110,2168896
CAN,WLD,283190,179562
CAN,WLD,283210,15179817
CAN,WLD,283220,1384763
CAN,WLD,283230,4937288
CAN,WLD,283311,2551973
CAN,WLD,283319,2589570
CAN,WLD,283321,6143179
CAN,WLD,283322,2459088
CAN,WLD,283324,37756708
CAN,WLD,283325,40864839
CAN,WLD,283327,4027297
CAN,WLD,283329,25824701
CAN,WLD,283330,493883
CAN,WLD,283340,10431574
CAN,WLD,283410,4727033
CAN,WLD,283421,11982917
CAN,WLD,283429,13550005
CAN,WLD,283510,3897380
CAN,WLD,283522,4636078
CAN,WLD,283524,8756317
CAN,WLD,283525,3517272
CAN,WLD,283526,7793876
CAN,WLD,283529,4347036
CAN,WLD,283531,8896459
CAN,WLD,283539,21516238
CAN,WLD,283620,53608834
CAN,WLD,283630,21255145
CAN,WLD,283640,10243071
CAN,WLD,283650,24860141
CAN,WLD,283660,857617
CAN,WLD,283691,3200766
CAN,WLD,283692,562708
CAN,WLD,283699,8720251
CAN,WLD,283711,66074476
CAN,WLD,283719,713778
CAN,WLD,283720,1540670
CAN,WLD,283911,5085838
CAN,WLD,283919,6620855
CAN,WLD,283990,5934202
CAN,WLD,284011,439656
CAN,WLD,284019,16304051
CAN,WLD,284020,3439423
CAN,WLD,284030,359854
CAN,WLD,284130,3971000
CAN,WLD,284150,1363521
CAN,WLD,284161,1797130
CAN,WLD,284169,264139
CAN,WLD,284170,5070138
CAN,WLD,284180,158360
CAN,WLD,284190,8334001
CAN,WLD,284290,3907789
CAN,WLD,284310,413355
CAN,WLD,284321,1899938
CAN,WLD,284329,894524
CAN,WLD,284330,7195565
CAN,WLD,284390,119000498
