country,partner,hs_code,imports
USA,WLD,293750,33388695
CAN,WLD,293919,13806556
USA,WLD,293919,64703044
CAN,WLD,293949,12251
CAN,WLD,310229,8217182
USA,WLD,310229,139471
MEX,WLD,610459,5853609
USA,CAN,310510,6115934
USA,CAN,110423,5068077
CAN,CAN,110430,1554
CAN,USA,110430,1307823
MEX,USA,293711,916
MEX,USA,293941,338
MEX,WLD,610462,26402062
MEX,WLD,610712,3927113
MEX,WLD,610721,2308428
MEX,WLD,610892,3788877
MEX,WLD,293941,27412
MEX,WLD,294130,12495426
MEX,WLD,294140,10199066
MEX,WLD,300290,55031888
MEX,USA,294130,385
MEX,USA,294140,2160
MEX,CAN,300290,393001
MEX,USA,300290,10586498
MEX,CAN,610892,12711
MEX,USA,610892,62239
MEX,USA,611211,15403
MEX,USA,611219,329
MEX,CAN,611522,1898
MEX,USA,611522,87313
MEX,USA,320710,2624988
MEX,CAN,321490,406989
MEX,USA,321490,45972359
MEX,WLD,611211,1902112
MEX,WLD,611219,10228
MEX,WLD,611522,6182406
MEX,WLD,321490,60453098
MEX,WLD,321511,45420250
MEX,WLD,480431,26612854
MEX,WLD,480441,1147963
MEX,CAN,321511,331352
MEX,CAN,480431,16122
MEX,USA,480431,20214718
MEX,CAN,480441,34
MEX,USA,480441,565947
MEX,CAN,480591,1606066
MEX,CAN,300510,193207
MEX,USA,300510,58562999
MEX,CAN,300590,678958
MEX,USA,300590,64022541
MEX,USA,321511,22107582
MEX,CAN,330112,32046
MEX,USA,330112,2285898
MEX,WLD,480591,9592178
MEX,WLD,300331,52650
MEX,WLD,300510,76265448
MEX,WLD,300590,131386898
MEX,WLD,330112,6233230
MEX,WLD,330119,7881321
MEX,CAN,330119,43446
MEX,USA,80290,1266675
MEX,USA,80830,103635600
MEX,USA,80940,10208741
MEX,USA,81010,29907466
MEX,CAN,90111,3
MEX,USA,90111,5826340
MEX,CAN,90220,17200
MEX,USA,90220,47669
MEX,WLD,80290,4236220
MEX,WLD,80830,110163168
MEX,WLD,80940,14637840
MEX,WLD,81010,29907466
MEX,WLD,90111,91113105
MEX,WLD,90220,947144
MEX,WLD,480593,4311392
MEX,WLD,481014,1899695
MEX,USA,480591,2679304
MEX,CAN,480593,205183
MEX,USA,480593,1690416
MEX,CAN,481014,55861
MEX,CAN,90240,11175
MEX,USA,90240,57016
MEX,WLD,90240,702362
MEX,WLD,90831,21454
MEX,WLD,91012,353527
MEX,WLD,100620,168053
MEX,WLD,100790,13208066
MEX,WLD,110423,38492434
MEX,WLD,110430,11572
MEX,WLD,310229,6731618
MEX,WLD,310230,93832637
MEX,WLD,310510,4559618
MEX,WLD,310540,81797169
MEX,WLD,481160,31198218
MEX,WLD,481710,21878844
MEX,WLD,611530,385734
MEX,WLD,620111,3000107
MEX,USA,90831,5176
MEX,USA,91012,107286
MEX,USA,100620,160720
MEX,USA,100790,13208066
MEX,USA,110423,38492433
MEX,USA,310229,103046
MEX,USA,310230,47078814
MEX,CAN,310510,3596
MEX,USA,310510,681509
MEX,USA,310540,22463923
MEX,USA,481014,922860
MEX,CAN,481160,59853
MEX,USA,481160,29733431
MEX,USA,611530,1762
MEX,USA,620111,504
MEX,CAN,620293,9732
MEX,USA,620293,65080
MEX,USA,330119,5078878
MEX,USA,330125,4534018
MEX,WLD,620293,55699165
MEX,WLD,330125,5585809
MEX,WLD,330690,36674869
MEX,WLD,110630,2038512
MEX,WLD,110710,214248438
MEX,WLD,120590,99677
MEX,WLD,120730,510000
MEX,CAN,330690,1085821
MEX,USA,330690,18193872
MEX,USA,110430,11572
MEX,USA,110630,709945
MEX,CAN,110710,29386712
MEX,USA,110710,182488162
MEX,CAN,120590,99677
MEX,CAN,120750,1549977
CAN,MEX,600632,417232
USA,MEX,600632,4098583
CAN,MEX,610220,93366
USA,MEX,610220,1823993
CAN,MEX,610290,9547
USA,MEX,320650,4184
USA,MEX,610290,6098
USA,MEX,610413,36449
CAN,MEX,610452,3076
USA,MEX,610452,588351
CAN,MEX,610459,95264
USA,MEX,610459,5983413
CAN,MEX,610462,368577
MEX,WLD,120750,2057699
MEX,WLD,293919,694594
MEX,WLD,293991,2055
MEX,WLD,300210,763034667
CAN,WLD,310230,94543204
USA,WLD,310230,185599338
CAN,WLD,310510,7642811
MEX,CAN,293750,2066
MEX,USA,293750,249689
MEX,USA,293919,624442
MEX,CAN,293991,419
MEX,USA,293991,1347
USA,CAN,110430,10485102
CAN,CAN,310540,9656
USA,WLD,310510,29957992
CAN,WLD,110430,1435793
USA,WLD,110430,10672645
CAN,WLD,310540,402868524
USA,WLD,310540,479298899
CAN,WLD,330125,842805
USA,WLD,330125,81363979
USA,WLD,620293,1134575977
USA,WLD,620343,1298415537
CAN,WLD,110630,8514473
MEX,WLD,320620,3398738
MEX,WLD,321000,23934738
CAN,USA,310540,379666877
CAN,USA,330125,353196
USA,CAN,330125,6886850
MEX,CAN,320620,2020559
MEX,USA,320620,463983
MEX,CAN,321000,240690
MEX,USA,321000,17018658
MEX,CAN,330710,408094
MEX,USA,330710,6958705
MEX,CAN,330790,98311
USA,MEX,610462,6082319
CAN,MEX,610712,1186480
USA,MEX,610712,6972417
CAN,MEX,610721,1650
USA,MEX,610721,1029274
CAN,MEX,320710,3110
CAN,MEX,80290,4419463
USA,MEX,80290,361613983
CAN,MEX,80830,27770
CAN,MEX,610892,9423
USA,MEX,610892,1888839
USA,MEX,611211,1703
CAN,MEX,300290,97582
USA,MEX,300290,27004770
USA,MEX,480431,3798079
USA,MEX,320710,3693608
CAN,MEX,321490,2535
USA,MEX,292419,1675341
CAN,MEX,293030,328234
USA,MEX,293030,101156
CAN,MEX,80940,14300
USA,MEX,80940,32835
CAN,MEX,81010,38473439
USA,MEX,81010,388278797
CAN,MEX,320620,6652
CAN,MEX,611219,1471
USA,MEX,611219,101179
CAN,MEX,611522,46824
USA,MEX,611522,52917
USA,MEX,321490,7513107
CAN,MEX,321511,124528
USA,MEX,480591,12128
USA,MEX,321511,236837
CAN,MEX,330112,496517
USA,MEX,330112,9771769
USA,MEX,300510,23627962
CAN,MEX,300510,433162
CAN,MEX,300590,6517959
CAN,MEX,611530,2940
USA,MEX,611530,455601
CAN,MEX,480593,27931
USA,MEX,480593,335438
CAN,MEX,330119,738334
USA,MEX,330119,49086367
CAN,MEX,620111,52563
USA,MEX,620111,247185
MEX,WLD,330710,11620686
MEX,WLD,330790,32703557
MEX,WLD,620343,47620654
MEX,WLD,620412,7385
USA,WLD,110630,12526700
USA,WLD,293949,553642
CAN,MEX,90111,21796333
USA,MEX,90111,214465951
CAN,MEX,90220,484
CAN,MEX,481014,272
CAN,MEX,90240,795
CAN,MEX,91012,16
USA,MEX,481014,6689
USA,MEX,100620,3496
CAN,MEX,100790,5
USA,MEX,100790,1053830
USA,MEX,481160,53167
USA,MEX,300590,27148733
USA,MEX,310229,52500
CAN,MEX,310230,1600
USA,MEX,310230,23979
CAN,MEX,310510,3166
CAN,WLD,293991,7004
USA,WLD,293991,50598
USA,WLD,300210,7117566105
CAN,WLD,330690,66861301
USA,WLD,330690,108696813
CAN,WLD,330710,41207686
CAN,WLD,110710,52458856
USA,WLD,110710,272642400
CAN,WLD,120590,5022879
USA,WLD,120590,8692019
CAN,WLD,120730,85923
CAN,WLD,320300,24691560
CAN,WLD,300210,2378389920
MEX,WLD,620443,55823304
MEX,WLD,320300,54887072
MEX,WLD,320641,3796792
MEX,WLD,292419,25430697
MEX,WLD,293030,1389207
MEX,WLD,293213,1828753
MEX,WLD,293331,212902
CAN,WLD,321000,19070633
USA,WLD,321000,11437886
USA,WLD,300450,193562129
CAN,WLD,300450,93208789
USA,WLD,481710,144687702
CAN,WLD,481730,3297904
MEX,WLD,293361,3185004
MEX,WLD,340530,7487991
MEX,WLD,340590,12210983
MEX,WLD,481730,74393
MEX,WLD,482010,24882882
CAN,WLD,620343,160589386
CAN,WLD,620412,377408
CAN,WLD,321519,161298521
MEX,USA,330790,23010879
MEX,CAN,620343,9656
MEX,USA,620343,19856290
MEX,USA,620412,336
MEX,CAN,620443,46210
CAN,CAN,620293,76176
CAN,USA,620293,567478
USA,CAN,620293,20580613
USA,CAN,620343,3185144
CAN,CAN,110630,138232
CAN,USA,110630,6091969
USA,CAN,110630,472528
CAN,USA,293949,902
USA,CAN,293949,32230
CAN,USA,293991,2921
USA,CAN,293991,23655
CAN,CAN,330690,24451
CAN,USA,330690,62434189
USA,CAN,330690,21096412
CAN,CAN,110710,1658043
CAN,USA,110710,45688176
USA,WLD,321519,293966905
USA,WLD,320300,148685766
USA,WLD,330710,61919527
USA,WLD,120730,27301
CAN,WLD,120750,1371427
USA,WLD,120750,52510385
USA,CAN,110710,214857561
CAN,CAN,120590,50
CAN,USA,120590,3900745
USA,CAN,120590,7703754
CAN,USA,120730,42
USA,CAN,310540,6590625
CAN,CAN,320300,5882
CAN,WLD,121120,17951191
CAN,WLD,330790,87974801
USA,WLD,330790,143405620
USA,WLD,620412,1410579
CAN,WLD,620443,141278916
USA,WLD,620443,1384841442
CAN,WLD,320641,3407184
USA,WLD,320641,19877035
CAN,WLD,320642,99986
USA,WLD,121120,31571420
CAN,WLD,121291,19
USA,CAN,300210,39690789
CAN,CAN,300210,361805
CAN,CAN,321000,12096
CAN,USA,321000,16722331
CAN,USA,300210,946990215
USA,WLD,121291,118980
CAN,WLD,121293,636970
USA,WLD,121293,1002364
CAN,WLD,340530,11588068
USA,CAN,300450,34392627
MEX,USA,620443,11148660
MEX,CAN,320300,2644
MEX,USA,320300,1319091
USA,WLD,340530,10304015
CAN,WLD,340590,23535697
CAN,WLD,293295,1062775
USA,WLD,293295,22252
CAN,WLD,293331,1979572
USA,WLD,293331,24715690
MEX,CAN,292419,114625
MEX,USA,292419,10031092
MEX,USA,293030,31077
CAN,CAN,300450,851612
CAN,USA,481710,25394577
USA,CAN,481710,23065072
CAN,CAN,481730,7726
CAN,WLD,293361,21741756
USA,WLD,293361,52040497
CAN,WLD,293500,54362845
USA,WLD,293500,3603149451
CAN,WLD,293690,59591674
USA,WLD,293690,45502950
USA,WLD,340590,56667605
USA,WLD,481730,14705105
CAN,CAN,620343,27589
CAN,USA,620343,1913965
CAN,USA,620412,25685
MEX,CAN,293213,7
MEX,USA,293213,1466818
MEX,USA,293331,73529
MEX,CAN,340530,99306
MEX,USA,340530,6759846
MEX,CAN,481710,27415
USA,CAN,321000,2085674
CAN,CAN,321519,112744
CAN,USA,321519,126762973
CAN,USA,320300,10054094
USA,CAN,320300,2306596
CAN,CAN,330710,88341
CAN,USA,330710,34389528
CAN,WLD,482010,95151334
USA,WLD,482010,643780849
CAN,WLD,140110,1777865
USA,WLD,140110,19570081
CAN,WLD,140190,223363
USA,CAN,330710,16696978
CAN,CAN,120750,39919
CAN,USA,120750,1095668
USA,CAN,120750,51983541
CAN,CAN,121120,5399350
MEX,USA,481710,21218711
MEX,USA,481730,52417
MEX,CAN,482010,567691
MEX,USA,320641,875961
MEX,CAN,320642,1204
CAN,CAN,330790,93387
USA,WLD,140190,1724234
USA,WLD,320642,2887355
CAN,WLD,320990,137900312
CAN,WLD,293723,8557348
USA,WLD,293723,81392573
USA,WLD,320990,132712593
CAN,USA,330790,74442285
USA,CAN,330790,10399816
USA,CAN,620412,7072
CAN,CAN,620443,21615
CAN,USA,620443,9409206
CAN,USA,320641,1520330
USA,CAN,320641,65536
CAN,USA,121120,3828286
USA,CAN,121120,4968511
CAN,USA,121291,19
CAN,USA,121293,125284
CAN,CAN,340530,16655
CAN,USA,340530,10597118
USA,CAN,340530,6293060
USA,CAN,293213,1359462
CAN,USA,293295,2151
CAN,USA,293331,1781597
USA,CAN,293331,264434
CAN,USA,293361,11518982
USA,CAN,293361,3974
CAN,CAN,293500,7671
CAN,USA,293500,1578199
USA,CAN,293500,36867
CAN,CAN,293690,24364
CAN,USA,293690,49802028
CAN,CAN,340590,19672
CAN,USA,340590,21369442
CAN,USA,481730,1459973
USA,CAN,481730,14493
CAN,CAN,482010,1039145
CAN,USA,482010,31677987
CAN,USA,140110,25503
CAN,USA,140190,33601
CAN,USA,320642,3038
CAN,CAN,320990,153711
CAN,USA,320990,121359978
USA,CAN,293690,261042
CAN,CAN,293723,5832
CAN,USA,293723,3362124
USA,CAN,320990,46641062
CAN,CAN,321590,62954
CAN,USA,321590,10709188
USA,CAN,482010,8456017
CAN,CAN,482030,168412
MEX,USA,320642,2477365
CAN,WLD,321590,15759095
USA,WLD,321590,43630162
CAN,WLD,482030,45398259
MEX,WLD,320642,2608900
MEX,WLD,320990,102872453
MEX,WLD,482030,12264329
MEX,WLD,482370,41026096
MEX,WLD,121120,39
MEX,WLD,121293,13050
MEX,WLD,140110,60400
MEX,USA,482010,6543697
MEX,CAN,482030,52812
MEX,USA,482030,6292315
MEX,USA,120750,507722
MEX,USA,121120,39
MEX,WLD,140190,245480
MEX,WLD,150120,60173
MEX,WLD,350110,154788155
MEX,WLD,360200,129090403
MEX,WLD,360300,136145799
MEX,WLD,321590,22376554
MEX,WLD,330420,67072609
MEX,WLD,151000,3233447
MEX,WLD,151110,323529336
MEX,WLD,151319,2597093
MEX,WLD,151800,80939777
MEX,WLD,330430,31662746
MEX,CAN,340590,67905
MEX,USA,340590,10465175
MEX,USA,350110,259
MEX,USA,360200,90026765
MEX,CAN,320990,834100
MEX,USA,320990,94038865
MEX,CAN,321590,84416
MEX,USA,321590,11274971
MEX,CAN,330420,7668958
MEX,USA,330420,21037741
MEX,USA,150120,60173
MEX,USA,151000,132568
MEX,USA,151110,14
MEX,USA,151319,416749
MEX,CAN,151800,10392545
MEX,USA,151800,69123159
MEX,WLD,330720,80136648
MEX,WLD,330749,56913366
MEX,WLD,360610,255373
MEX,WLD,370298,105984
MEX,WLD,490599,209196
MEX,WLD,490600,837400
MEX,CAN,330430,105630
MEX,USA,330430,24157324
MEX,CAN,330720,9024924
MEX,USA,330720,23620458
MEX,CAN,360300,14091692
MEX,USA,360300,75639155
CAN,MEX,110430,41226
USA,MEX,310510,7283925
CAN,MEX,310540,66235
CAN,MEX,330125,19
CAN,MEX,620293,9837
USA,MEX,620293,150027
USA,MEX,110430,124230
CAN,MEX,110630,14084
USA,MEX,110630,18480
CAN,MEX,330690,329
USA,MEX,330690,9510223
CAN,MEX,110710,1
MEX,CAN,360610,2
MEX,USA,360610,181199
MEX,USA,370298,72313
MEX,CAN,482370,214499
MEX,USA,482370,35122954
MEX,CAN,490599,1666
USA,WLD,482030,274821597
CAN,WLD,482370,21429406
CAN,WLD,350110,51060976
USA,WLD,350110,495478786
CAN,WLD,360200,85572476
CAN,WLD,150120,24984
USA,WLD,150120,9646282
USA,MEX,310540,44491454
CAN,MEX,320300,1062
USA,MEX,300210,42463407
CAN,MEX,300210,354234
USA,MEX,320620,187143
CAN,MEX,321000,9735
USA,MEX,300450,5643
CAN,MEX,481710,4495948
USA,MEX,481710,72586460
CAN,WLD,151000,3342147
USA,WLD,482370,144181925
CAN,WLD,490599,5608191
USA,WLD,360200,71790124
CAN,WLD,360300,88554429
CAN,WLD,330420,167879643
USA,MEX,620343,153054597
CAN,MEX,620343,9763025
CAN,MEX,620412,616
USA,MEX,321000,74580
CAN,MEX,321519,35410
USA,MEX,320300,3082597
CAN,MEX,330710,235385
USA,MEX,330710,1421815
CAN,MEX,121120,1102
CAN,MEX,330790,438486
USA,MEX,330790,1863744
USA,MEX,620412,26942
CAN,MEX,620443,186842
CAN,MEX,121293,40682
USA,MEX,121293,792661
CAN,MEX,340530,8761
USA,MEX,340530,37293
CAN,MEX,293500,2697460
USA,MEX,293500,306224
CAN,MEX,293690,15684
CAN,MEX,340590,1666
CAN,MEX,481730,283065
USA,WLD,330420,699113511
CAN,WLD,330430,113763455
USA,WLD,330430,187396292
CAN,WLD,330720,94222247
USA,WLD,330720,166697184
USA,WLD,151000,37463566
USA,MEX,481730,1034208
CAN,MEX,482010,5406495
USA,MEX,140110,38598
CAN,MEX,140190,3943
CAN,MEX,320990,5700653
USA,MEX,293690,13461
CAN,MEX,293723,298597
USA,MEX,320990,27041573
CAN,MEX,321590,199973
USA,MEX,482010,55911891
CAN,MEX,482030,6367323
USA,MEX,482030,109351121
USA,MEX,340590,59554
CAN,MEX,350110,590
USA,MEX,140190,62908
CAN,MEX,482370,730728
USA,MEX,482370,33719441
CAN,MEX,360200,7579236
USA,MEX,360200,9065684
CAN,MEX,360300,26634697
USA,MEX,321590,705630
CAN,MEX,330420,151574
USA,MEX,330420,8997552
CAN,MEX,330430,1371258
USA,MEX,330430,37574594
CAN,MEX,330720,5086319
USA,MEX,151000,58971
CAN,MEX,151319,67780
USA,MEX,151319,4217
CAN,WLD,151110,37364
USA,WLD,151110,1492028
CAN,WLD,151319,57831889
USA,WLD,151319,478960887
CAN,WLD,151800,17152811
USA,MEX,360300,70358605
CAN,MEX,151800,864
USA,MEX,330720,46360595
CAN,MEX,330749,16162557
USA,WLD,360300,273970124
CAN,WLD,360610,2090123
USA,WLD,360610,22575043
CAN,WLD,330749,110600863
USA,WLD,151800,16066132
MEX,USA,490599,112210
MEX,CAN,490600,4080
CAN,USA,482030,28459912
USA,CAN,482030,22496182
USA,WLD,490599,9340911
CAN,WLD,490600,974126
USA,WLD,490600,8991545
MEX,WLD,293500,66424582
MEX,WLD,293690,5755983
MEX,WLD,293723,66282998
MEX,WLD,293959,427449
MEX,WLD,340290,138612365
MEX,WLD,340700,15000370
CAN,WLD,370298,301757
USA,CAN,340590,8644023
CAN,USA,350110,1493983
CAN,CAN,360200,21648
USA,CAN,140190,46021
CAN,USA,150120,24984
USA,CAN,150120,9636103
CAN,USA,151000,69267
CAN,WLD,370310,795612
USA,WLD,370310,40797880
CAN,WLD,370590,2454293
USA,WLD,370590,174048682
CAN,WLD,380620,3026143
CAN,WLD,293959,3355218
USA,WLD,293959,1338552
CAN,WLD,294150,4139428
USA,WLD,330749,292256873
CAN,CAN,482370,5633
CAN,USA,482370,14009173
USA,CAN,482370,57561036
CAN,CAN,490599,25938
CAN,USA,360200,75362446
USA,CAN,360200,5182157
CAN,CAN,360300,13158
CAN,USA,360300,41239209
USA,CAN,321590,599719
CAN,CAN,330420,4110615
CAN,USA,330420,79707746
USA,CAN,330420,108976685
MEX,USA,293361,121606
MEX,CAN,293500,1722
MEX,USA,293500,2087038
MEX,USA,293690,2919720
MEX,CAN,293723,9386
MEX,USA,293723,1024282
MEX,CAN,330749,5922849
MEX,USA,330749,34611121
CAN,CAN,330430,95363
CAN,USA,330430,88719381
USA,CAN,330430,3467913
CAN,CAN,330720,624960
CAN,USA,330720,81358162
USA,CAN,330720,80348047
CAN,WLD,340290,205010823
USA,WLD,294150,29845434
CAN,WLD,300230,90321841
USA,WLD,300230,5748962
USA,WLD,340290,249144890
CAN,WLD,340700,33730070
CAN,WLD,510119,71947
USA,WLD,510119,161881
CAN,WLD,510510,614559
USA,WLD,510510,544066
USA,WLD,340700,210305231
CAN,WLD,350510,94959611
USA,WLD,350510,148299498
CAN,WLD,350610,51833976
USA,WLD,350610,115030516
CAN,WLD,360410,14969330
USA,WLD,360410,313646790
USA,CAN,151000,379368
CAN,CAN,151110,120
CAN,USA,151110,320
CAN,CAN,151319,4968
CAN,USA,151319,4368859
USA,CAN,151319,300608
USA,CAN,360300,76976666
CAN,CAN,360610,77
CAN,USA,360610,1327965
CAN,CAN,151800,71
CAN,USA,151800,15315389
CAN,CAN,330749,2149588
CAN,USA,330749,78493986
USA,CAN,151800,6728635
CAN,USA,490599,2160143
USA,CAN,490599,1099071
CAN,CAN,490600,8813
CAN,USA,490600,658200
USA,CAN,490600,122780
CAN,USA,370298,199313
CAN,USA,370310,266873
MEX,CAN,340290,800035
MEX,USA,340290,115369602
MEX,CAN,340700,684
MEX,USA,340700,1815418
CAN,CAN,370590,9821
CAN,USA,370590,1896070
USA,CAN,370590,2158189
USA,CAN,293723,384952
CAN,CAN,293959,10
CAN,USA,293959,100560
USA,CAN,293959,284056
CAN,CAN,294150,4024
USA,CAN,330749,76227717
CAN,CAN,340290,408485
CAN,USA,294150,282849
CAN,CAN,300230,11
CAN,USA,300230,87772617
USA,CAN,300230,1686579
CAN,USA,340290,172183809
USA,CAN,340290,38491185
CAN,CAN,340700,44315
CAN,USA,510119,4600
USA,CAN,510119,134677
CAN,USA,510510,113852
USA,CAN,510510,8673
CAN,USA,340700,17012745
USA,CAN,340700,152811
CAN,CAN,350510,15043
CAN,USA,350510,76180099
USA,CAN,350510,6910484
CAN,CAN,350610,81136
CAN,USA,350610,36239962
USA,CAN,350610,3864642
CAN,USA,360410,406099
USA,CAN,360410,99797
CAN,CAN,360490,1197
CAN,USA,360490,6545438
USA,CAN,360490,492312
CAN,USA,370239,909003
USA,CAN,370239,14255
CAN,USA,510529,201294
CAN,WLD,360490,8966154
USA,WLD,360490,23021237
CAN,WLD,370239,1260426
USA,WLD,370239,11521186
CAN,WLD,510529,11279303
USA,WLD,510529,20498132
CAN,WLD,510990,3838426
USA,WLD,510990,17165186
CAN,WLD,520512,6329392
USA,WLD,380620,5986420
CAN,WLD,380891,137055879
USA,WLD,380891,267515765
CAN,WLD,380893,805737363
CAN,WLD,620449,24414316
USA,CAN,510529,1254
CAN,CAN,510990,4582
CAN,USA,510990,187106
USA,CAN,510990,344816
CAN,USA,380620,2943756
CAN,CAN,380891,13662
CAN,USA,380891,91128690
USA,CAN,380891,9343462
CAN,CAN,380893,38144
CAN,USA,380893,564150789
USA,CAN,620443,6670136
CAN,CAN,620449,163670
CAN,USA,620449,4070941
USA,CAN,620449,16077978
CAN,USA,520512,6048911
USA,CAN,520512,16547
CAN,USA,520514,254
CAN,USA,520542,33547
USA,CAN,520542,15823
CAN,USA,520631,8407
USA,CAN,520631,124720
CAN,USA,370241,274789
CAN,USA,370320,5358084
CAN,USA,370400,61325
USA,CAN,380893,49585196
CAN,USA,382472,9495
CAN,USA,152000,662371
USA,CAN,152000,6472127
CAN,USA,152200,1824663
CAN,USA,620620,56093
USA,CAN,620620,13611
CAN,CAN,620640,5971
CAN,USA,620640,4608395
USA,CAN,620640,4020426
USA,CAN,620829,410173
CAN,CAN,620829,639
CAN,USA,620829,20102
CAN,CAN,620892,3799
CAN,USA,620892,225421
USA,CAN,620892,85647
CAN,CAN,621120,260
CAN,USA,621120,78501
USA,CAN,152200,7642532
CAN,USA,160431,212475
USA,CAN,160431,58307
CAN,USA,160540,6311
CAN,CAN,520819,367
CAN,USA,520819,282612
CAN,USA,520822,204027
USA,CAN,520822,330
USA,CAN,160540,2202286
CAN,USA,160552,809922
USA,CAN,160552,1533381
CAN,CAN,170230,11580
USA,CAN,621120,18238
CAN,CAN,621133,51757
CAN,USA,621133,9145689
USA,CAN,621133,16745470
CAN,CAN,621420,1343
CAN,USA,170230,78089459
USA,CAN,170230,28036585
CAN,USA,170250,4321875
USA,CAN,370400,32432
CAN,USA,380130,62643
USA,CAN,380130,2568572
CAN,USA,380190,6147210
USA,CAN,380190,3389524
CAN,USA,380700,3465169
USA,CAN,380700,99285
CAN,USA,621420,236723
USA,CAN,621420,27216
CAN,CAN,621440,31
CAN,USA,621440,23647
CAN,CAN,630130,974
CAN,USA,630130,420456
USA,CAN,630130,289305
CAN,CAN,630190,2709
CAN,USA,630190,1129624
CAN,CAN,170410,319715
CAN,USA,170410,6964731
USA,CAN,170410,67084274
CAN,CAN,190219,347456
CAN,CAN,381090,10386
CAN,USA,381090,12288542
USA,CAN,381090,1314064
CAN,CAN,381119,200642
CAN,USA,381119,10154451
USA,CAN,381119,251110
USA,CAN,630190,5780
CAN,CAN,630260,1703910
CAN,USA,630260,3931966
USA,CAN,630260,12414925
USA,CAN,321519,34767147
CAN,CAN,330410,3575550
CAN,USA,330410,77104286
USA,MEX,151800,206853
CAN,MEX,490599,759
USA,MEX,490599,22451
CAN,MEX,490600,6497
CAN,MEX,370590,2752
USA,MEX,370590,156463
USA,MEX,293723,19041997
USA,MEX,330749,109852728
CAN,MEX,294150,4655
CAN,MEX,340290,313412
USA,MEX,340290,43376919
CAN,MEX,340700,243362
USA,MEX,490600,2288469
USA,MEX,510119,23804
USA,MEX,340700,323552
CAN,MEX,350510,592687
USA,MEX,350510,8635658
CAN,MEX,350610,1333140
USA,MEX,350610,1569071
CAN,MEX,360490,13961
CAN,MEX,370239,9
USA,MEX,370239,121253
CAN,MEX,510529,81
CAN,MEX,510990,2140
USA,MEX,380620,1653491
CAN,MEX,380891,1556804
USA,MEX,380891,30372563
CAN,MEX,380893,3832155
USA,MEX,620443,10583052
CAN,MEX,620449,995
USA,MEX,520512,5871753
USA,MEX,520514,21753
USA,MEX,520542,1094286
USA,MEX,520544,196342
CAN,MEX,520631,8344
USA,MEX,380893,26718463
CAN,MEX,152000,3093
USA,MEX,152000,14424
USA,MEX,620449,45609
CAN,MEX,620620,1377
USA,MEX,620620,152444
CAN,MEX,620640,587994
USA,MEX,620640,13211365
USA,MEX,620829,12793
CAN,MEX,620892,14037
USA,MEX,620892,329510
USA,MEX,152200,14908
CAN,MEX,520819,454
USA,MEX,520819,1664
USA,MEX,520822,119581
CAN,MEX,170230,3965
USA,MEX,621120,30072
CAN,MEX,621133,15664430
USA,MEX,621133,72268983
USA,MEX,170230,7044960
CAN,MEX,170250,104782
CAN,MEX,380190,25768
USA,MEX,380190,63169
CAN,MEX,621420,1129
USA,MEX,621420,1829
CAN,MEX,621440,6638
USA,MEX,621440,82193
CAN,MEX,630130,21645
USA,MEX,630130,123857
CAN,MEX,630190,90812
MEX,CAN,350510,2018951
MEX,USA,350510,43089877
MEX,CAN,350610,160503
MEX,USA,350610,59589892
MEX,USA,370310,870622
MEX,CAN,370590,252
MEX,USA,370590,230900
MEX,CAN,380620,31
MEX,USA,380620,2468015
MEX,USA,380891,146862131
MEX,USA,490600,305304
MEX,USA,510510,12
MEX,USA,510529,13328266
CAN,MEX,170410,1312657
USA,MEX,170410,34143412
CAN,MEX,381090,483465
USA,MEX,381090,5009328
CAN,MEX,381119,56
USA,MEX,381119,167963
USA,MEX,630190,108974
MEX,USA,510990,855
MEX,USA,520512,89193494
MEX,USA,360410,161373
MEX,USA,360490,40463
MEX,CAN,370239,3355
MEX,USA,370239,156308
MEX,USA,370241,69
USA,WLD,620449,239647433
USA,WLD,520512,15829221
CAN,WLD,520514,49182
USA,WLD,520514,605973
CAN,WLD,520542,277537
USA,WLD,520542,9110910
CAN,WLD,520544,32257
USA,WLD,520544,1395076
CAN,WLD,520631,44534
USA,WLD,520631,850264
USA,WLD,520633,1885
CAN,WLD,370241,274789
USA,WLD,370241,3227434
CAN,WLD,370320,6489536
USA,WLD,370320,18815426
CAN,WLD,370400,143793
USA,WLD,370400,3389819
USA,WLD,380893,398376954
CAN,WLD,382472,9495
CAN,WLD,382474,599552
CAN,WLD,152000,1402116
USA,WLD,152000,23335009
CAN,WLD,152200,1824663
USA,WLD,152200,7657440
CAN,WLD,620620,815292
USA,WLD,620620,6319019
CAN,WLD,620640,154244351
USA,WLD,620640,1246547361
USA,WLD,620829,9177363
CAN,WLD,620829,443183
CAN,WLD,620892,7632861
USA,WLD,620892,66430384
CAN,WLD,621120,2656555
CAN,WLD,160431,571554
USA,WLD,160431,7762694
CAN,WLD,160540,699548
USA,WLD,160540,125913183
CAN,WLD,520819,483298
USA,WLD,520819,3238448
CAN,WLD,520822,2487156
USA,WLD,520822,14955919
CAN,WLD,520911,1525301
CAN,WLD,160552,2383067
USA,WLD,160552,5267574
CAN,WLD,170230,85741687
USA,WLD,621120,5770373
CAN,WLD,621133,54116671
USA,WLD,621133,260120683
CAN,WLD,621420,15877370
USA,WLD,170230,117098281
CAN,WLD,170250,4679902
CAN,WLD,380130,10458740
USA,WLD,380130,22200962
CAN,WLD,380190,11700078
USA,WLD,380190,10955818
CAN,WLD,380700,3478940
