country,partner,hs_code,imports
MEX,CAN,850300,60021385
MEX,USA,620719,6768
MEX,WLD,721410,3974356
MEX,WLD,721420,4515368
MEX,WLD,721632,188521319
MEX,WLD,850163,1207139
MEX,WLD,850240,542260
MEX,WLD,850300,954863947
MEX,WLD,620811,122946
MEX,WLD,620821,879933
MEX,WLD,621142,7494671
MEX,WLD,621149,705813
MEX,WLD,721633,80605812
MEX,WLD,721661,3899089
MEX,WLD,721911,244422
MEX,WLD,721912,101961676
MEX,WLD,845140,16758168
MEX,USA,620811,17068
MEX,USA,620821,7271
MEX,CAN,621142,89
MEX,USA,621142,605960
MEX,CAN,721633,43204
MEX,USA,721633,28577618
MEX,CAN,721661,2519
MEX,USA,721661,2184164
MEX,WLD,845420,7675635
MEX,WLD,845710,333635976
MEX,WLD,850660,1626046
MEX,WLD,850690,1851902
MEX,WLD,850760,305397632
MEX,WLD,621320,245284
MEX,WLD,630210,2390190
MEX,WLD,630222,8208162
MEX,USA,721911,132205
MEX,USA,721912,94751433
MEX,USA,845140,1460276
MEX,USA,845420,1357885
MEX,CAN,845710,217311
MEX,USA,845710,65225297
MEX,USA,850300,449310621
MEX,CAN,850660,1672
MEX,USA,850660,843810
MEX,USA,850690,1816928
MEX,CAN,850760,295607
MEX,USA,621149,25133
MEX,USA,621320,288
MEX,CAN,630210,36
MEX,USA,630210,76303
MEX,CAN,630222,173
MEX,USA,630222,36251
MEX,USA,630240,11004
MEX,CAN,722090,2568
MEX,USA,722090,9108881
MEX,USA,722511,3626527
MEX,CAN,722540,19728011
MEX,USA,722540,38983415
MEX,USA,722720,878967
MEX,CAN,722790,180322
MEX,WLD,630240,441044
MEX,WLD,630253,7470466
MEX,WLD,722090,13392283
MEX,WLD,722511,152251490
MEX,WLD,722540,82138559
MEX,WLD,722720,12402023
MEX,WLD,722790,39324245
MEX,WLD,730210,91921847
MEX,WLD,730439,40383620
MEX,USA,722790,5497576
MEX,CAN,730210,206617
MEX,USA,730210,70977323
MEX,CAN,730439,285143
MEX,USA,730439,8555041
MEX,CAN,730451,81765
MEX,USA,730451,9011513
MEX,USA,850760,95931157
MEX,CAN,850790,882
MEX,USA,850790,72165844
MEX,CAN,851220,24804380
MEX,USA,851220,261632551
MEX,CAN,730621,1179
MEX,WLD,730451,25413461
MEX,WLD,730621,166219
MEX,WLD,850790,91551685
MEX,WLD,851220,580251317
MEX,WLD,730629,1105554
MEX,WLD,730799,130931057
MEX,WLD,731511,124778433
MEX,USA,730621,156375
MEX,CAN,730629,3182
MEX,USA,730629,553074
MEX,CAN,730799,4551164
MEX,USA,730799,76514163
MEX,CAN,731511,1978221
MEX,USA,731511,43847987
MEX,CAN,851310,805907
MEX,WLD,851310,42263007
MEX,WLD,851420,24913667
MEX,WLD,630533,22530288
MEX,WLD,630590,1241690
MEX,WLD,630640,257303
MEX,WLD,640312,532
MEX,WLD,401212,4263537
MEX,WLD,401213,253634
MEX,WLD,401691,38386705
MEX,WLD,401692,16027017
MEX,WLD,410221,1010413
USA,WLD,401692,17567977
USA,WLD,410221,370830
CAN,WLD,382481,5429274
USA,WLD,382481,265229
CAN,WLD,382561,17542
USA,WLD,845710,1364769357
CAN,WLD,845730,12583880
MEX,WLD,401511,9459372
MEX,WLD,410390,1372968
MEX,WLD,410622,85902
MEX,WLD,410711,201666409
MEX,WLD,381700,361459231
MEX,WLD,382410,16841212
MEX,WLD,382481,34104896
MEX,WLD,845730,58695526
USA,MEX,851220,1026244049
CAN,MEX,851310,177175
USA,MEX,730629,29371055
CAN,MEX,730799,10347669
USA,MEX,730799,28647199
USA,MEX,851310,988237
CAN,MEX,630533,1015418
MEX,WLD,845961,27233242
MEX,WLD,845970,11382965
MEX,WLD,731512,71469928
MEX,WLD,731816,418656402
MEX,WLD,731819,57426325
MEX,WLD,732111,26379429
MEX,WLD,732181,6139424
USA,MEX,630533,28299261
CAN,MEX,630590,16297
USA,MEX,630590,21215
CAN,MEX,401691,210377
USA,MEX,401691,421773
CAN,MEX,401692,20658
USA,MEX,401692,799894
USA,MEX,382410,465092
CAN,MEX,845730,80
MEX,WLD,732399,16825594
MEX,WLD,410320,6485267
MEX,WLD,410330,27778474
MEX,WLD,410632,59185
MEX,WLD,411390,8114428
MEX,WLD,846190,10299217
MEX,WLD,846210,284889500
USA,WLD,845730,87455399
CAN,WLD,845961,26742417
USA,WLD,845961,101681851
CAN,WLD,845970,8441185
USA,WLD,731511,260792749
CAN,WLD,731512,36726493
USA,WLD,731512,102008006
CAN,WLD,731816,329505013
MEX,USA,851310,5511856
MEX,CAN,851420,161955
MEX,USA,851420,13568470
MEX,USA,630253,3060403
MEX,CAN,630533,33
MEX,USA,630533,12721705
USA,WLD,731816,1116274561
CAN,WLD,731819,59499176
USA,WLD,731819,101044561
CAN,WLD,732111,299982156
USA,WLD,732111,1659933714
CAN,WLD,732181,47148741
USA,WLD,732181,201763200
MEX,USA,630590,65903
MEX,CAN,630640,1355
MEX,USA,630640,51317
MEX,CAN,401212,70549
MEX,USA,401212,2495939
MEX,USA,401213,192426
MEX,CAN,401691,1233298
MEX,USA,401691,22656584
MEX,CAN,401692,23
USA,WLD,732399,805622623
CAN,WLD,732399,79172753
CAN,WLD,410320,3298
USA,WLD,410320,599807
CAN,WLD,410330,8956
USA,WLD,410330,447180
MEX,USA,401692,331914
MEX,USA,401511,23755
MEX,USA,410390,886031
MEX,USA,410622,2484
MEX,CAN,410711,18977
MEX,CAN,381700,89715460
MEX,USA,381700,174950179
MEX,CAN,382410,1869115
MEX,USA,382410,13756702
MEX,USA,382481,34104539
MEX,CAN,845730,410226
MEX,USA,845730,5898425
MEX,CAN,845961,8303
MEX,USA,845961,7671182
MEX,CAN,845970,33545
CAN,USA,401692,84448
USA,CAN,382410,15155385
CAN,USA,382481,3549168
USA,CAN,845710,436548
CAN,USA,845730,631320
USA,CAN,845730,6032105
CAN,CAN,845961,16447
CAN,USA,845961,4569724
MEX,CAN,731512,43438
MEX,USA,731512,56401815
MEX,CAN,731816,10913336
MEX,USA,731816,203428217
MEX,CAN,731819,1480293
MEX,USA,731819,30003231
MEX,CAN,732111,231582
MEX,USA,732111,5664296
MEX,CAN,732181,67847
MEX,USA,732181,1188192
MEX,CAN,732399,14161
MEX,USA,410320,7677
MEX,USA,410330,27778474
MEX,CAN,411390,1989
MEX,USA,411390,41132
MEX,USA,845970,7865855
MEX,CAN,846190,17256
CAN,WLD,410631,1893
USA,WLD,410631,37098
CAN,WLD,410632,777
USA,WLD,410632,304848
USA,WLD,845970,34154652
CAN,WLD,846190,5582941
USA,WLD,846190,20045145
CAN,WLD,846210,28171917
CAN,WLD,411390,1292050
USA,WLD,411390,13640608
CAN,WLD,420232,67508746
CAN,WLD,740200,300301120
USA,WLD,740200,5184680
CAN,WLD,740610,17384862
USA,WLD,740610,34386591
CAN,WLD,740710,58294104
USA,WLD,740710,229653770
CAN,WLD,640320,583885
USA,WLD,640320,3261440
USA,WLD,410622,1187551
CAN,WLD,410711,18967183
USA,WLD,410711,219708895
CAN,WLD,740931,15655513
USA,WLD,740931,127801445
CAN,WLD,740939,926905
USA,WLD,740939,1094722
CAN,WLD,741300,123768845
CAN,WLD,640411,159568000
USA,WLD,640411,1959627149
CAN,WLD,640420,14693412
USA,WLD,640420,171472425
CAN,WLD,650700,5732444
USA,WLD,846210,203557032
USA,WLD,846410,125738021
CAN,WLD,846410,27560476
USA,WLD,741300,127446526
MEX,USA,846190,2869745
MEX,CAN,846210,6932588
MEX,USA,846210,33558617
MEX,USA,732399,3084790
MEX,CAN,740200,3978
MEX,USA,740200,537999
USA,CAN,845961,1572030
CAN,WLD,750620,17839363
USA,WLD,750620,96290110
CAN,WLD,760410,17594054
USA,WLD,382561,3742570
CAN,WLD,390110,451028425
USA,WLD,390110,685660635
USA,WLD,851650,1241596912
CAN,WLD,851650,133821822
CAN,CAN,845970,1994
CAN,USA,845970,6934134
CAN,USA,731511,38581533
USA,CAN,731511,2756170
CAN,CAN,731512,44484
CAN,USA,731512,13359411
USA,CAN,731512,3355839
CAN,CAN,731816,2412409
CAN,USA,731816,175261279
USA,CAN,731816,54096051
CAN,CAN,731819,512552
CAN,USA,731819,28528362
USA,CAN,731819,6696674
CAN,CAN,732111,399612
CAN,USA,732111,107869884
USA,CAN,732111,52094224
CAN,CAN,732181,405918
CAN,USA,732181,34160135
USA,CAN,732181,54473521
USA,CAN,732399,2157528
CAN,CAN,732399,4033
CAN,USA,732399,7698153
USA,CAN,410221,370098
CAN,USA,410320,2666
USA,CAN,410330,446580
CAN,USA,410631,1893
CAN,USA,410632,56
USA,CAN,845970,1132901
CAN,USA,846190,3748998
USA,CAN,846190,5028337
CAN,CAN,846210,114663
CAN,USA,846210,10643209
CAN,USA,411390,515559
USA,CAN,411390,23775
CAN,CAN,740200,6
CAN,USA,740200,10997550
USA,CAN,740200,37735
CAN,USA,740610,15977889
USA,CAN,740610,53851
CAN,CAN,740710,29317
CAN,USA,740710,23056188
USA,CAN,740710,1391331
USA,CAN,640312,1537
CAN,USA,640320,33991
USA,CAN,640320,313
CAN,USA,410622,224424
CAN,USA,410711,1489579
USA,CAN,410711,11257
CAN,USA,740931,15455318
CAN,CAN,740939,11241
CAN,USA,740939,798429
CAN,CAN,741300,64271
CAN,CAN,640411,1296
CAN,USA,640411,517359
USA,CAN,640411,5424
CAN,USA,640420,217321
USA,CAN,640420,147810
CAN,CAN,650700,104135
CAN,USA,650700,1699799
USA,CAN,846210,12376792
USA,CAN,846410,613219
CAN,CAN,846410,26358
CAN,USA,741300,120586842
USA,CAN,741300,6064299
CAN,CAN,750620,4597
CAN,USA,750620,12307018
USA,CAN,750620,101969
CAN,CAN,760410,52917
CAN,USA,382561,17161
USA,CAN,382561,751456
CAN,CAN,390110,2683380
CAN,WLD,851671,167669425
USA,WLD,851671,1277787660
USA,WLD,650700,61530802
CAN,WLD,660200,4866394
USA,WLD,660200,32561184
CAN,WLD,851679,147385945
CAN,WLD,846490,18085340
USA,WLD,846490,64253707
CAN,WLD,660320,992656
USA,WLD,660320,12076516
CAN,WLD,680291,92106965
USA,WLD,680291,1046500472
CAN,WLD,680293,32082113
USA,WLD,760410,83227493
CAN,WLD,760421,86388721
USA,WLD,760421,228237961
CAN,WLD,760719,27712212
USA,WLD,680293,1449867819
CAN,USA,390110,438969811
USA,CAN,390110,538694160
USA,CAN,851650,53749
CAN,CAN,851650,26813
CAN,USA,851650,11155670
CAN,WLD,680422,72981404
USA,WLD,846692,206922188
CAN,WLD,846692,69314980
USA,WLD,760719,241110205
CAN,WLD,760810,9398830
USA,WLD,760810,12536281
CAN,CAN,851671,5965
CAN,USA,851671,2398550
USA,CAN,650700,1612643
CAN,CAN,660200,3006
CAN,USA,660200,308595
CAN,WLD,761410,34351357
USA,WLD,761410,52619198
CAN,WLD,780411,1218982
USA,WLD,780411,2544921
USA,WLD,851679,1260043111
USA,WLD,680422,206021958
USA,CAN,660200,876625
USA,CAN,851671,72464
CAN,CAN,851679,75977
CAN,USA,846410,9984374
CAN,USA,846490,3850887
USA,CAN,846490,249655
CAN,USA,846692,35356713
CAN,USA,660320,59930
CAN,CAN,680291,363
CAN,USA,680291,3900765
USA,CAN,680291,4916152
CAN,CAN,680293,5206
CAN,USA,760410,8450529
USA,CAN,760410,63025454
CAN,CAN,760421,156637
CAN,USA,760421,48204118
USA,CAN,760421,88662268
CAN,CAN,760719,13891
CAN,USA,680293,6370004
USA,CAN,680293,22282083
USA,CAN,846692,58394672
CAN,CAN,846692,710084
CAN,USA,760719,10907453
USA,CAN,760719,7622373
CAN,CAN,760810,88178
CAN,USA,760810,7462826
USA,CAN,760810,608873
CAN,CAN,761410,7784
CAN,USA,761410,23533550
USA,CAN,761410,10606234
CAN,CAN,780411,172
CAN,USA,780411,1079161
USA,CAN,780411,4871
CAN,USA,851679,10116047
USA,CAN,851679,8070175
MEX,CAN,740610,275405
MEX,USA,740610,7180512
MEX,CAN,740710,712441
MEX,USA,740710,74244498
MEX,CAN,740931,400
MEX,USA,740931,6079855
MEX,CAN,851650,753
MEX,USA,851650,639960
MEX,WLD,740200,1547977
MEX,WLD,740610,11292281
MEX,WLD,740710,94433839
MEX,WLD,740931,7930652
MEX,WLD,740939,5069413
MEX,WLD,851650,86528821
MEX,WLD,851671,42604989
MEX,USA,640411,21274
MEX,USA,640420,225574
MEX,CAN,650700,124227
MEX,USA,650700,2515701
MEX,CAN,846410,5400
MEX,USA,846410,682746
MEX,CAN,846490,705927
MEX,USA,846490,924893
MEX,CAN,846692,159319
MEX,CAN,660200,1052
MEX,USA,660200,45257
MEX,USA,660320,338565
MEX,CAN,680291,5935
MEX,USA,680291,174416
MEX,CAN,740939,59
MEX,USA,740939,4300394
MEX,CAN,741300,58351
MEX,USA,741300,277298726
MEX,CAN,750620,55867
MEX,USA,750620,12104131
MEX,CAN,760410,609109
MEX,USA,760410,33872217
MEX,CAN,760421,403387
MEX,USA,760421,27342074
MEX,CAN,851671,1597
MEX,USA,851671,145046
MEX,CAN,851679,139798
MEX,CAN,760719,298037
MEX,USA,760719,51678466
MEX,CAN,760810,188015
MEX,USA,760810,49860475
MEX,USA,761410,68242
MEX,USA,780411,131875
MEX,CAN,790390,42731595
MEX,USA,790390,1068341
MEX,CAN,680293,19447
MEX,USA,680293,328133
MEX,CAN,680422,2738307
MEX,USA,680422,41478745
MEX,CAN,680430,7476
MEX,USA,680430,959378
MEX,USA,681181,1744
MEX,CAN,681293,862
MEX,WLD,640320,29977
MEX,WLD,640411,291597389
MEX,WLD,640420,2965427
MEX,WLD,650700,3270581
MEX,WLD,660200,1697489
MEX,WLD,846410,2400976
MEX,WLD,846490,21252503
MEX,USA,851679,6566988
MEX,CAN,851712,49169514
MEX,USA,851712,726877917
MEX,WLD,846692,15792372
MEX,WLD,660320,2312542
MEX,WLD,680291,21939603
MEX,WLD,741300,329316238
MEX,WLD,750620,35350054
MEX,WLD,760410,38716092
MEX,WLD,760421,41390890
MEX,WLD,851679,50492204
MEX,CAN,790500,9580
MEX,USA,790500,12959577
MEX,USA,810411,12640
MEX,USA,810830,7460
MEX,CAN,810890,31621
MEX,USA,810890,62462835
MEX,CAN,811219,269
MEX,USA,811219,106808
MEX,CAN,851761,989305
MEX,WLD,760719,100728845
MEX,WLD,760810,75514112
MEX,WLD,761410,68242
MEX,WLD,780411,2963085
MEX,WLD,790390,44278169
MEX,WLD,680293,25967639
MEX,WLD,680422,93085900
MEX,USA,851761,51792372
MEX,USA,681293,493745
MEX,USA,690490,1283
MEX,USA,690710,181145
MEX,USA,700239,35911
MEX,USA,700312,1677378
MEX,WLD,680430,2269070
MEX,WLD,681181,631132
MEX,WLD,681293,1138499
MEX,WLD,851712,6132829309
MEX,WLD,790500,13679149
USA,MEX,845961,469766
CAN,MEX,731511,14399
USA,MEX,731511,6215107
CAN,MEX,731512,10552
USA,MEX,731512,4976346
CAN,MEX,731816,1115009
USA,MEX,731816,22571245
CAN,MEX,731819,1302901
USA,MEX,731819,4640479
CAN,MEX,732111,19727123
USA,MEX,732111,403918787
CAN,MEX,732181,5082
USA,MEX,732181,737915
USA,MEX,732399,17024215
CAN,MEX,732399,295292
USA,MEX,410320,429
USA,MEX,410631,34738
CAN,MEX,410632,541
USA,MEX,845970,14792
CAN,MEX,846190,246921
USA,MEX,846190,2375560
CAN,MEX,846210,862
USA,MEX,410632,179754
CAN,MEX,411390,409
USA,MEX,411390,150691
USA,MEX,740610,28608
CAN,MEX,740710,4293246
USA,MEX,640312,800
CAN,MEX,640320,8773
USA,MEX,640320,99676
CAN,MEX,410711,315539
USA,MEX,410711,6259302
USA,MEX,740710,14503799
CAN,MEX,740931,1157
USA,MEX,740931,2188659
USA,MEX,740939,105321
CAN,MEX,640411,5047
USA,MEX,640411,944624
CAN,MEX,640420,488
USA,MEX,640420,1746914
CAN,MEX,650700,1136612
USA,MEX,846210,320654
CAN,MEX,741300,568830
USA,MEX,741300,4388889
CAN,MEX,750620,4103
USA,MEX,750620,20179
USA,MEX,382561,2953818
CAN,MEX,390110,745303
USA,MEX,851650,29240
CAN,MEX,851650,78941
CAN,MEX,851671,2015
USA,MEX,650700,19525843
CAN,MEX,660200,9294
USA,MEX,660200,59829
CAN,MEX,851679,358089
CAN,MEX,846410,36683
CAN,MEX,846490,17976
USA,MEX,846490,5952
CAN,MEX,660320,5
USA,MEX,660320,521603
CAN,MEX,680291,1933741
USA,MEX,680291,46390612
CAN,MEX,760410,324841
USA,MEX,760410,115552
CAN,MEX,760421,1331370
USA,MEX,760421,26586004
CAN,MEX,680293,25519
USA,MEX,680293,653567
USA,MEX,846692,234585
CAN,MEX,846692,40459
MEX,WLD,810411,3544631
MEX,WLD,810830,7460
MEX,WLD,810890,82055900
MEX,WLD,811219,107077
MEX,WLD,851761,158740893
CAN,WLD,790390,352182
USA,WLD,790390,50926571
CAN,WLD,790500,3496898
CAN,MEX,760719,4201
USA,MEX,760719,72711
CAN,MEX,760810,6459
USA,MEX,760810,264714
CAN,MEX,761410,144339
USA,MEX,761410,24551747
USA,MEX,851679,92188257
CAN,MEX,680422,1442150
CAN,MEX,790390,379
USA,MEX,790390,2188
USA,MEX,680422,2463214
CAN,MEX,680430,239379
USA,MEX,810411,51068
USA,MEX,810830,2712665
CAN,MEX,810890,452827
USA,MEX,810890,8369369
USA,WLD,790500,16015815
CAN,WLD,810411,83882123
USA,WLD,810411,66771327
CAN,WLD,680430,4279675
USA,WLD,680430,12906270
CAN,WLD,810830,8992493
USA,WLD,810830,103473824
CAN,WLD,810890,113558219
USA,WLD,810890,317308976
CAN,WLD,681181,80323
USA,WLD,681181,67932
CAN,WLD,681293,20938
USA,WLD,681293,40785
CAN,WLD,690490,1180581
USA,WLD,690490,13560640
CAN,WLD,690710,2246502
MEX,WLD,852210,62855
MEX,WLD,690490,11843
MEX,WLD,690710,245956
MEX,WLD,700239,872082
MEX,WLD,700312,2101746
MEX,WLD,846694,202528396
MEX,WLD,846810,4043562
MEX,WLD,820160,3049559
CAN,WLD,851712,4477215443
USA,WLD,851712,53317171746
CAN,WLD,851761,48423558
CAN,WLD,811213,50
USA,WLD,811213,9926
CAN,WLD,811219,516778
USA,WLD,690710,6706772
CAN,WLD,700239,6549980
USA,WLD,700239,15457401
CAN,WLD,700312,1815393
USA,WLD,851761,543355982
CAN,WLD,846694,120178975
USA,WLD,846694,425127242
CAN,WLD,852210,657208
USA,WLD,811219,1167546
CAN,WLD,820160,6533053
CAN,WLD,411200,2381463
USA,WLD,411200,21326374
USA,WLD,700312,3107778
USA,WLD,700991,71911511
CAN,WLD,700991,15779721
CAN,WLD,846810,5359193
USA,WLD,846810,29532109
USA,WLD,852210,4554262
CAN,WLD,852359,17276211
USA,WLD,852359,73189870
CAN,CAN,680422,277899
CAN,USA,680422,37109574
USA,CAN,680422,14105133
CAN,USA,790390,343941
USA,CAN,790390,1532740
CAN,CAN,790500,1836
CAN,USA,790500,1334629
USA,CAN,790500,148948
CAN,CAN,810411,431
CAN,USA,810411,6660453
CAN,CAN,680430,9038
CAN,USA,680430,1811381
USA,CAN,810411,1511881
CAN,USA,810830,8258206
USA,CAN,810830,3803533
CAN,CAN,810890,578849
CAN,USA,810890,76107169
USA,CAN,810890,9031894
USA,CAN,680430,6155
CAN,USA,681181,36933
USA,CAN,681181,35197
CAN,CAN,681293,12
CAN,USA,681293,20767
CAN,USA,690490,229531
CAN,CAN,690710,194
MEX,USA,846692,5160654
MEX,CAN,846694,7757098
MEX,USA,846694,83900266
MEX,CAN,846810,10431
MEX,CAN,820160,156
MEX,USA,820160,149832
CAN,CAN,851712,28719822
CAN,USA,851712,14666999
USA,CAN,851712,28796322
CAN,USA,811213,50
USA,CAN,811213,3662
CAN,CAN,811219,1547
CAN,USA,811219,502811
CAN,USA,690710,1702194
CAN,CAN,700239,499
CAN,USA,700239,5376744
USA,CAN,700239,86309
CAN,CAN,851761,61984
CAN,USA,851761,7572185
CAN,CAN,846694,879170
CAN,USA,846694,55892467
USA,CAN,846694,58462350
USA,CAN,851761,9788874
CAN,USA,852210,43783
USA,CAN,811219,13724
CAN,CAN,820160,10
CAN,USA,820160,972457
CAN,USA,411200,54427
USA,CAN,411200,1960
CAN,USA,700312,1691248
USA,CAN,700312,60188
USA,CAN,700991,10561352
CAN,CAN,700991,3671
CAN,USA,700991,2976912
CAN,CAN,846810,19192
CAN,USA,846810,839383
USA,CAN,846810,47984
USA,CAN,852210,3150
CAN,CAN,852359,571170
CAN,USA,852359,8362590
CAN,WLD,852869,112664124
USA,WLD,820160,46140709
CAN,WLD,820190,9167743
USA,WLD,820190,62637203
CAN,WLD,820420,48152323
CAN,WLD,846880,5879013
USA,WLD,846880,23488670
USA,WLD,820420,299769526
CAN,WLD,820713,91164712
CAN,WLD,701190,1522806
USA,WLD,701190,4616186
CAN,WLD,701310,1666201
USA,WLD,701310,2813004
CAN,WLD,701810,10284867
USA,WLD,701810,135730804
USA,WLD,820713,57852281
CAN,WLD,847150,1959261629
USA,WLD,847150,14673832117
USA,WLD,852869,1257572334
CAN,WLD,852872,1326603261
USA,WLD,852872,15631033567
CAN,WLD,853080,19357121
CAN,WLD,411520,7214
USA,WLD,411520,2393500
CAN,WLD,420219,5804842
CAN,WLD,847170,1060011311
USA,WLD,847170,11638333844
USA,WLD,847410,217720250
CAN,WLD,820719,260391461
USA,WLD,820719,205940594
CAN,WLD,820740,28989887
CAN,WLD,701890,3688389
CAN,WLD,847410,118525096
CAN,WLD,847431,15800000
USA,WLD,420219,35202612
USA,CAN,852359,1717024
CAN,CAN,820190,320
CAN,USA,820190,1433081
USA,CAN,820190,401420
CAN,CAN,820420,42268
CAN,CAN,846880,59423
CAN,USA,846880,3106527
USA,CAN,846880,3392793
CAN,USA,820420,14004135
USA,CAN,820420,1411184
CAN,CAN,820713,188188
CAN,CAN,701190,244
CAN,USA,701190,348175
CAN,CAN,701310,193
CAN,USA,701310,397589
USA,CAN,701310,5579
CAN,CAN,701810,68361
CAN,USA,701810,1599293
CAN,USA,820713,53023009
USA,CAN,820713,448036
CAN,CAN,847150,2382258
CAN,USA,847150,737049067
CAN,CAN,852869,2587803
CAN,USA,852869,1509494
USA,CAN,852869,60605581
CAN,CAN,852872,32685
CAN,USA,852872,10032688
USA,CAN,852872,126559
CAN,CAN,853080,47056
CAN,USA,411520,3962
CAN,CAN,420219,10512
CAN,USA,420219,1764631
USA,CAN,847150,113549154
CAN,CAN,847170,1172280
CAN,USA,847170,395970304
USA,CAN,847170,11838683
USA,CAN,847410,25623133
CAN,CAN,820719,1908328
CAN,USA,820719,202248123
USA,CAN,820719,21471883
CAN,CAN,820740,73178
CAN,USA,820740,12899715
USA,CAN,701810,115862
CAN,CAN,701890,2308
CAN,USA,701890,590659
CAN,CAN,847410,731348
CAN,USA,847410,89674279
USA,CAN,420219,12827104
MEX,CAN,820190,841
MEX,CAN,700991,2040
MEX,USA,700991,4763198
MEX,CAN,701190,97
MEX,USA,701190,123690
MEX,USA,701310,80024
MEX,USA,701810,152081
MEX,WLD,820190,2077657
MEX,WLD,700991,11985514
MEX,WLD,701190,279055
MEX,WLD,701310,3961685
MEX,WLD,701810,15780196
MEX,WLD,820420,20468781
MEX,WLD,820713,14667821
MEX,USA,820190,162463
MEX,CAN,820420,21291
MEX,USA,820420,5545597
MEX,CAN,820713,302477
MEX,USA,846810,1672696
MEX,WLD,846880,9979253
MEX,WLD,847150,808936814
MEX,WLD,852359,26815514
MEX,WLD,852869,60646500
MEX,WLD,411200,2646385
MEX,CAN,846880,6885
MEX,USA,846880,3245534
MEX,CAN,847150,2451017
MEX,USA,847150,519880992
MEX,USA,852210,24139
MEX,CAN,852359,284617
MEX,USA,852359,14642556
MEX,CAN,852869,525136
MEX,USA,410711,1343558
MEX,USA,411200,199975
MEX,CAN,411520,18945
MEX,USA,411520,34040
MEX,CAN,420219,5886
MEX,USA,420219,382668
MEX,CAN,847170,801425
MEX,USA,847170,211212269
MEX,CAN,847410,6084803
MEX,USA,847410,21830015
MEX,USA,820713,7642013
MEX,WLD,411520,72378
MEX,WLD,420219,2674535
MEX,WLD,847170,4010219438
MEX,WLD,847410,66642028
MEX,CAN,820719,7314819
MEX,USA,820719,50776990
MEX,CAN,820740,70576
MEX,USA,820740,11983341
MEX,CAN,821000,97
MEX,WLD,820719,101255838
MEX,WLD,820740,30020062
MEX,WLD,821000,5730137
MEX,WLD,821490,1102943
MEX,WLD,830230,495486223
MEX,USA,821000,678326
MEX,CAN,821490,74
MEX,USA,821490,107612
MEX,CAN,830230,41839423
MEX,USA,830230,308775846
MEX,CAN,830610,15
MEX,USA,852869,1275294
MEX,CAN,852872,11809
MEX,USA,852872,1064933755
MEX,CAN,847431,1745856
MEX,WLD,830610,1249441
MEX,WLD,852872,1211360275
MEX,WLD,853080,9734881
MEX,WLD,847431,13748116
MEX,WLD,847690,18108228
MEX,USA,847431,5431485
MEX,CAN,847690,1041253
MEX,USA,847690,14506993
MEX,CAN,853080,242150
MEX,USA,853080,5121303
MEX,CAN,853540,538706
USA,MEX,680430,136400
CAN,MEX,690490,4542
CAN,MEX,690710,12646
CAN,MEX,851712,298736590
USA,MEX,851712,669832881
MEX,USA,853540,12171375
MEX,CAN,701890,1350
MEX,USA,701890,85600
MEX,CAN,701939,722073
MEX,USA,701939,46581259
MEX,CAN,701951,327328
USA,MEX,811213,2210
CAN,MEX,811219,7028
USA,MEX,690710,9361
USA,MEX,700239,9535
CAN,MEX,851761,6074682
CAN,MEX,846694,171428
USA,MEX,851761,136694170
CAN,MEX,852210,154328
CAN,MEX,820160,184776
CAN,MEX,411200,826
USA,MEX,411200,108001
USA,MEX,700312,13100
USA,MEX,700991,691484
CAN,MEX,700991,489581
USA,MEX,846694,4458680
CAN,MEX,846810,1376695
USA,MEX,852210,1318036
CAN,MEX,852359,476240
USA,MEX,852359,21908
USA,MEX,820160,5045426
CAN,MEX,820190,143292
USA,MEX,820190,4602540
USA,MEX,846810,20357422
CAN,MEX,846880,1677
USA,MEX,846880,376066
CAN,MEX,820420,38451
USA,MEX,820420,628415
CAN,MEX,701190,31
CAN,MEX,701310,1761
USA,MEX,701310,19469
CAN,MEX,701810,60626
CAN,MEX,820713,456
USA,MEX,820713,21598442
CAN,MEX,847150,928285155
CAN,MEX,852869,32966
USA,MEX,852869,245647
CAN,MEX,852872,961476573
USA,MEX,852872,10803054796
USA,MEX,411520,735065
CAN,MEX,420219,6888
USA,MEX,847150,10490799955
CAN,MEX,847170,60706599
USA,MEX,847170,491082815
USA,MEX,847410,1306535
CAN,MEX,820719,2513071
USA,MEX,820719,45979616
CAN,MEX,820740,478869
MEX,WLD,853540,20365371
USA,WLD,820740,133800926
CAN,WLD,821000,40310553
USA,WLD,821000,153117932
CAN,WLD,821490,2627465
USA,WLD,821490,19461984
CAN,WLD,830230,373092361
USA,WLD,830230,1859620050
CAN,WLD,830610,4190694
CAN,WLD,420291,71792584
USA,MEX,701810,132328
CAN,MEX,701890,754
CAN,MEX,847410,965343
USA,MEX,420219,86523
USA,MEX,820740,10566935
CAN,MEX,821000,56457
USA,MEX,821000,623948
CAN,MEX,821490,135
USA,MEX,821490,271260
CAN,MEX,830230,11522966
USA,MEX,830230,234645833
CAN,MEX,830610,16178
CAN,MEX,420291,134148
USA,MEX,701890,48502
CAN,MEX,701939,3740999
CAN,MEX,847431,761484
CAN,MEX,853080,2149010
USA,MEX,853080,41258040
USA,MEX,847431,12189952
CAN,MEX,847690,543086
USA,MEX,847690,5717958
CAN,MEX,853540,519142
USA,MEX,830610,14316
CAN,MEX,831110,930091
USA,MEX,831110,12617514
USA,WLD,701890,29743593
CAN,WLD,701939,156869461
MEX,WLD,701890,1164438
MEX,WLD,701939,51265371
MEX,WLD,701951,17186614
